StartofWindow EndofWindow coverage Chr Ploidy
70760226 70961503 3 7 all
70961503 70995459 2 7 all
70995459 71232125 1 7 all
71232125 71298681 0 7 all
71298681 71311612 1 7 all
71311612 71341810 2 7 all
71341810 71409919 3 7 all
71409919 71417519 4 7 all
71417519 71447015 5 7 all
71447015 71480281 6 7 all
71480281 71513381 8 7 all
71513381 71536350 9 7 all
71536350 71654264 7 7 all
71654264 71677060 8 7 all
71677060 71743519 9 7 all
71743519 71754006 11 7 all
71754006 71768299 10 7 all
71768299 71806938 12 7 all
71806938 71808745 13 7 all
71808745 71813656 14 7 all
71813656 71829632 12 7 all
71829632 71858167 10 7 all
71858167 71897722 14 7 all
71897722 71979685 15 7 all
71979685 71988282 14 7 all
71988282 71989354 15 7 all
71989354 71990910 16 7 all
71990910 72005901 18 7 all
72005901 72038188 26 7 all
72038188 72042704 27 7 all
72042704 72064937 32 7 all
72064937 72077109 33 7 all
72077109 72096690 32 7 all
72096690 72153643 33 7 all
72153643 72215275 31 7 all
72215275 72310108 30 7 all
72310108 72311817 29 7 all
72311817 72318214 28 7 all
72318214 72389257 8 7 all
72389257 72400573 7 7 all
72400573 72419402 5 7 all
72419402 72470031 1 7 all
72470031 72725885 0 7 all
72725885 72745738 1 7 all
72745738 72754645 2 7 all
72754645 72783383 3 7 all
72783383 72832340 5 7 all
72832340 72864869 6 7 all
72864869 72883646 7 7 all
72883646 73222207 8 7 all
73222207 73307835 9 7 all
73307835 73832674 8 7 all
73832674 73909796 7 7 all
73909796 74069645 6 7 all
74069645 74126168 5 7 all
74126168 74138603 4 7 all
74138603 74145696 1 7 all
74145696 75028240 0 7 all
75028240 75113527 1 7 all
75113527 75145623 2 7 all
75145623 75171091 6 7 all
75171091 75173180 7 7 all
75173180 75176196 8 7 all
75176196 75209770 11 7 all
75209770 75211414 12 7 all
75211414 75243991 13 7 all
75243991 75260077 10 7 all
75260077 75328424 11 7 all
75328424 75383139 10 7 all
75383139 75406121 6 7 all
75406121 75421326 9 7 all
75421326 75429032 11 7 all
75429032 75530068 12 7 all
75530068 75600951 15 7 all
75600951 75621958 14 7 all
75621958 75689816 13 7 all
75689816 75695693 11 7 all
75695693 75756464 4 7 all
75756464 76050102 3 7 all
76050102 76060235 4 7 all
76060235 76062244 12 7 all
76062244 76063368 13 7 all
76063368 76069617 16 7 all
76069617 76071228 40 7 all
76071228 76075000 42 7 all
76075000 76111835 44 7 all
76111835 76129758 306 7 all
76129758 76131695 430 7 all
76131695 76134398 487 7 all
76134398 76134910 625 7 all
76134910 76135134 633 7 all
76135134 76136389 636 7 all
76136389 76140307 642 7 all
76140307 76142399 701 7 all
76142399 76143302 721 7 all
76143302 76144403 723 7 all
76144403 76144561 726 7 all
76144561 76198932 725 7 all
76198932 76209459 890 7 all
76209459 76224198 891 7 all
76224198 76229947 892 7 all
76229947 76240785 893 7 all
76240785 76255019 895 7 all
76255019 76261499 896 7 all
76261499 76270287 895 7 all
76270287 76321053 897 7 all
76321053 76407767 898 7 all
76407767 76409668 899 7 all
76409668 76417991 893 7 all
76417991 76430850 890 7 all
76430850 76433150 888 7 all
76433150 76451434 887 7 all
76451434 76482741 886 7 all
76482741 76490441 880 7 all
76490441 76511847 866 7 all
76511847 76524381 825 7 all
76524381 76531405 821 7 all
76531405 76536390 822 7 all
76536390 76538443 821 7 all
76538443 76550045 770 7 all
76550045 76554191 759 7 all
76554191 76558686 710 7 all
76558686 76564968 695 7 all
76564968 76601919 396 7 all
76601919 76604348 373 7 all
76604348 76608143 355 7 all
76608143 76637441 189 7 all
76637441 76713577 12 7 all
76713577 76723573 7 7 all
76723573 76752103 6 7 all
76752103 76765435 5 7 all
76765435 76780177 3 7 all
76780177 77080038 4 7 all
77080038 77122188 3 7 all
77122188 77602503 2 7 all
77602503 77891692 3 7 all
77891692 78074672 4 7 all
78074672 78098421 3 7 all
78098421 78213455 4 7 all
78213455 78261158 5 7 all
78261158 78441787 4 7 all
78441787 78641434 5 7 all
78641434 78657099 4 7 all
78657099 78751244 5 7 all
78751244 79183073 4 7 all
79183073 79230955 3 7 all
79230955 79429063 5 7 all
79429063 79448275 6 7 all
79448275 79601966 5 7 all
79601966 79678693 4 7 all
79678693 79740682 3 7 all
79740682 79766351 4 7 all
79766351 79803412 3 7 all
79803412 79830579 4 7 all
79830579 79878283 5 7 all
79878283 79991800 6 7 all
79991800 80034584 5 7 all
80034584 80044116 10 7 all
80044116 80062550 12 7 all
80062550 80071426 14 7 all
80071426 80102320 13 7 all
80102320 80156314 14 7 all
80156314 80173578 13 7 all
80173578 80181720 12 7 all
80181720 80193104 11 7 all
80193104 80204967 8 7 all
80204967 80212994 7 7 all
80212994 80231504 6 7 all
80231504 80236014 8 7 all
80236014 80242545 10 7 all
80242545 80255369 9 7 all
80255369 80273359 8 7 all
80273359 80290474 6 7 all
80290474 80305893 7 7 all
80305893 80310488 5 7 all
80310488 80384610 4 7 all
80384610 80436061 6 7 all
80436061 80442955 7 7 all
80442955 80451815 6 7 all
80451815 80458880 7 7 all
80458880 80494216 8 7 all
80494216 80573740 7 7 all
80573740 80591510 5 7 all
80591510 80599142 12 7 all
80599142 80629517 20 7 all
80629517 80640318 18 7 all
80640318 80657920 17 7 all
80657920 80670584 14 7 all
80670584 80681159 4 7 all
80681159 80695783 3 7 all
80695783 81092376 2 7 all
81092376 81756313 1 7 all
81756313 81836753 2 7 all
81836753 81843119 3 7 all
81843119 81985187 2 7 all
81985187 82057985 3 7 all
82057985 82395524 2 7 all
82395524 82930244 3 7 all
82930244 82964148 4 7 all
82964148 83200803 5 7 all
83200803 83238053 4 7 all
83238053 83245503 5 7 all
83245503 83263087 4 7 all
83263087 83366234 9 7 all
83366234 83393158 8 7 all
83393158 83417354 9 7 all
83417354 83426786 8 7 all
83426786 83429160 6 7 all
83429160 83432409 4 7 all
83432409 83506643 3 7 all
83506643 83642068 2 7 all
83642068 83673518 3 7 all
83673518 83703301 4 7 all
83703301 83734258 5 7 all
83734258 83776833 6 7 all
83776833 83787131 7 7 all
83787131 83788392 8 7 all
83788392 83819515 9 7 all
83819515 83846373 8 7 all
83846373 83945106 9 7 all
83945106 84047257 10 7 all
84047257 84066461 12 7 all
84066461 84234800 11 7 all
84234800 84266320 10 7 all
84266320 84272504 9 7 all
84272504 84316461 8 7 all
84316461 84709356 9 7 all
84709356 84875188 8 7 all
84875188 84886750 7 7 all
84886750 84954586 8 7 all
84954586 85033062 7 7 all
85033062 85054440 5 7 all
85054440 85079706 4 7 all
85079706 85112913 3 7 all
85112913 85291746 4 7 all
85291746 85514492 5 7 all
85514492 85555136 6 7 all
85555136 85566476 9 7 all
85566476 85566769 15 7 all
85566769 85585611 16 7 all
85585611 85601163 17 7 all
85601163 85728302 23 7 all
85728302 85740861 24 7 all
85740861 85761325 23 7 all
85761325 85856289 17 7 all
85856289 85881876 16 7 all
85881876 85914288 15 7 all
85914288 85928712 14 7 all
85928712 85934790 13 7 all
85934790 85959964 12 7 all
85959964 85967680 11 7 all
85967680 85993769 10 7 all
85993769 86115610 3 7 all
86115610 86174789 2 7 all
86174789 86668457 1 7 all
86668457 87020787 0 7 all
87020787 87537029 1 7 all
87537029 87592898 2 7 all
87592898 87800082 3 7 all
87800082 87949346 2 7 all
87949346 88061967 3 7 all
88061967 88100172 2 7 all
88100172 88142843 3 7 all
88142843 88147117 4 7 all
88147117 88150940 14 7 all
88150940 88152720 22 7 all
88152720 88158272 23 7 all
88158272 88174503 40 7 all
88174503 88179419 62 7 all
88179419 88186898 65 7 all
88186898 88190053 71 7 all
88190053 88199258 72 7 all
88199258 88203866 82 7 all
88203866 88220464 88 7 all
88220464 88230089 99 7 all
88230089 88239933 100 7 all
88239933 88244249 113 7 all
88244249 88246681 119 7 all
88246681 88248135 120 7 all
88248135 88271057 122 7 all
88271057 88276397 139 7 all
88276397 88294309 140 7 all
88294309 88340440 146 7 all
88340440 88340614 166 7 all
88340614 88368906 188 7 all
88368906 88385421 192 7 all
88385421 88400478 194 7 all
88400478 88410695 199 7 all
88410695 88418113 206 7 all
88418113 88423698 207 7 all
88423698 88448121 208 7 all
88448121 88474678 207 7 all
88474678 88491379 208 7 all
88491379 88500418 209 7 all
88500418 88505961 210 7 all
88505961 88531403 211 7 all
88531403 88543217 213 7 all
88543217 88571232 214 7 all
88571232 88632423 215 7 all
88632423 88639197 214 7 all
88639197 88641192 220 7 all
88641192 88651892 223 7 all
88651892 88658036 281 7 all
88658036 88682818 284 7 all
88682818 88787804 286 7 all
88787804 88826658 287 7 all
88826658 88831424 286 7 all
88831424 88841128 285 7 all
88841128 88850732 284 7 all
88850732 88863506 288 7 all
88863506 88868972 290 7 all
88868972 88883449 291 7 all
88883449 88893989 292 7 all
88893989 88897992 293 7 all
88897992 88918394 290 7 all
88918394 88918617 291 7 all
88918617 88932869 288 7 all
88932869 88953461 286 7 all
88953461 88955550 285 7 all
88955550 88964510 282 7 all
88964510 88965879 283 7 all
88965879 88969181 282 7 all
88969181 88980485 283 7 all
88980485 88992684 282 7 all
88992684 89009545 283 7 all
89009545 89031107 284 7 all
89031107 89034943 285 7 all
89034943 89045670 286 7 all
89045670 89049596 286 7 all
89049596 89052480 285 7 all
89052480 89058330 284 7 all
89058330 89061536 283 7 all
89061536 89064965 278 7 all
89064965 89084216 276 7 all
89084216 89086552 276 7 all
89086552 89096541 216 7 all
89096541 89115220 219 7 all
89115220 89121745 221 7 all
89121745 89156737 220 7 all
89156737 89162309 221 7 all
89162309 89190522 219 7 all
89190522 89236226 218 7 all
89236226 89255011 216 7 all
89255011 89291580 215 7 all
89291580 89316348 214 7 all
89316348 89332304 213 7 all
89332304 89338128 222 7 all
89338128 89345537 221 7 all
89345537 89379803 217 7 all
89379803 89422478 215 7 all
89422478 89488842 210 7 all
89488842 89509690 209 7 all
89509690 89518210 211 7 all
89518210 89534287 211 7 all
89534287 89537755 221 7 all
89537755 89543029 223 7 all
89543029 89549494 224 7 all
89549494 89555562 219 7 all
89555562 89648301 219 7 all
89648301 89673676 216 7 all
89673676 89690803 210 7 all
89690803 89700169 203 7 all
89700169 89706978 184 7 all
89706978 89722747 170 7 all
89722747 89730971 164 7 all
89730971 89734282 163 7 all
89734282 89757134 150 7 all
89757134 89808000 148 7 all
89808000 89816334 147 7 all
89816334 89820804 146 7 all
89820804 89824808 141 7 all
89824808 89854446 100 7 all
89854446 89856644 97 7 all
89856644 89861890 89 7 all
89861890 89867422 79 7 all
89867422 89871543 67 7 all
89871543 89874804 64 7 all
89874804 89884752 51 7 all
89884752 89904684 12 7 all
89904684 90032932 11 7 all
90032932 90076713 10 7 all
90076713 90261036 11 7 all
90261036 90310537 10 7 all
90310537 90324063 9 7 all
90324063 90338324 10 7 all
90338324 90358168 9 7 all
90358168 90391752 6 7 all
90391752 90427420 7 7 all
90427420 90479108 4 7 all
90479108 90568304 6 7 all
90568304 90595982 7 7 all
90595982 90610105 6 7 all
90610105 90654715 5 7 all
90654715 90671497 6 7 all
90671497 90673308 5 7 all
90673308 90692485 4 7 all
90692485 90722484 5 7 all
90722484 90744270 4 7 all
90744270 90798447 3 7 all
90798447 91075568 2 7 all
91075568 91116723 2 7 all
91116723 91134689 1 7 all
91134689 91339677 2 7 all
91339677 91377244 1 7 all
91377244 91443117 0 7 all
91443117 91667736 1 7 all
91667736 92512226 0 7 all
92512226 92613009 1 7 all
92613009 92915647 2 7 all
92915647 92938116 3 7 all
92938116 92967663 2 7 all
92967663 93012883 1 7 all
93012883 93029233 2 7 all
93029233 93065451 3 7 all
93065451 93128417 4 7 all
93128417 93179990 5 7 all
93179990 93192142 5 7 all
93192142 93314127 6 7 all
93314127 93334446 5 7 all
93334446 93342846 6 7 all
93342846 93350296 8 7 all
93350296 93394122 12 7 all
93394122 93401773 10 7 all
93401773 93414680 9 7 all
93414680 93454125 10 7 all
93454125 93493938 12 7 all
93493938 93496891 11 7 all
93496891 93516460 9 7 all
93516460 93519467 8 7 all
93519467 93523068 7 7 all
93523068 93526346 6 7 all
93526346 93529615 5 7 all
93529615 93614376 4 7 all
93614376 93672391 3 7 all
93672391 93725680 2 7 all
93725680 93812586 1 7 all
93812586 94368896 0 7 all
94368896 94555425 1 7 all
94555425 94961588 0 7 all
94961588 95513393 1 7 all
95513393 97059084 0 7 all
97059084 97083390 2 7 all
97083390 97182350 3 7 all
97182350 97501888 4 7 all
97501888 97627998 3 7 all
97627998 97912204 2 7 all
97912204 97929046 3 7 all
97929046 98125173 4 7 all
98125173 98354804 3 7 all
98354804 98359819 2 7 all
98359819 98465890 1 7 all
98465890 99015223 0 7 all
99015223 99250475 1 7 all
99250475 99445132 0 7 all
99445132 99702947 1 7 all
99702947 99720405 2 7 all
99720405 99747130 1 7 all
99747130 99818815 2 7 all
99818815 99846442 1 7 all
99846442 100224387 0 7 all
100224387 100304864 1 7 all
100304864 100343175 0 7 all
100343175 100364790 3 7 all
100364790 100365613 2 7 all
100365613 100633938 0 7 all
100633938 100648867 1 7 all
100648867 100674452 0 7 all
100674452 100824062 1 7 all
100824062 100855180 2 7 all
100855180 100988184 3 7 all
100988184 101022276 4 7 all
101022276 101042108 3 7 all
101042108 101084394 7 7 all
101084394 101124573 6 7 all
101124573 101142339 4 7 all
101142339 101144146 3 7 all
101144146 101194424 2 7 all
101194424 101207035 3 7 all
101207035 101213876 4 7 all
101213876 101298600 3 7 all
101298600 101306540 4 7 all
101306540 101375879 3 7 all
101375879 101419454 4 7 all
101419454 101473645 2 7 all
101473645 101626768 3 7 all
101626768 101796084 4 7 all
101796084 102246311 3 7 all
102246311 102332448 4 7 all
102332448 102440184 5 7 all
102440184 102460958 4 7 all
102460958 102617358 6 7 all
102617358 102801900 5 7 all
102801900 102828337 4 7 all
102828337 102953757 3 7 all
102953757 103139889 2 7 all
103139889 103807312 1 7 all
103807312 103982431 3 7 all
103982431 103989493 2 7 all
103989493 104117921 1 7 all
104117921 104271093 3 7 all
104271093 104325456 1 7 all
104325456 105066159 0 7 all
105066159 105091210 2 7 all
105091210 105228825 3 7 all
105228825 105401015 1 7 all
105401015 105442523 0 7 all
105442523 105550870 1 7 all
105550870 105568282 0 7 all
105568282 105665004 1 7 all
105665004 105946493 0 7 all
105946493 106307860 1 7 all
106307860 106312107 2 7 all
106312107 106642123 3 7 all
106642123 106645306 2 7 all
106645306 106700384 1 7 all
106700384 106732185 2 7 all
106732185 107165905 1 7 all
107165905 107832220 0 7 all
107832220 107928637 1 7 all
107928637 108025115 2 7 all
108025115 108056739 3 7 all
108056739 108178190 4 7 all
108178190 108271223 3 7 all
108271223 108280864 2 7 all
108280864 108328026 3 7 all
108328026 108357482 4 7 all
108357482 108358800 5 7 all
108358800 108406749 4 7 all
108406749 108521842 5 7 all
108521842 108538911 13 7 all
108538911 108544461 14 7 all
108544461 108548660 13 7 all
108548660 108569729 14 7 all
108569729 108592224 13 7 all
108592224 108672911 12 7 all
108672911 108703050 4 7 all
108703050 108712226 5 7 all
108712226 108764152 4 7 all
108764152 108788445 9 7 all
108788445 108884560 10 7 all
108884560 108936876 9 7 all
108936876 108948678 10 7 all
108948678 109031353 11 7 all
109031353 109078446 6 7 all
109078446 109102244 8 7 all
109102244 109150868 10 7 all
109150868 109152711 12 7 all
109152711 109154168 13 7 all
109154168 109191437 15 7 all
109191437 109202794 16 7 all
109202794 109207322 18 7 all
109207322 109230184 19 7 all
109230184 109238303 18 7 all
109238303 109320733 19 7 all
109320733 109336399 18 7 all
109336399 109346266 17 7 all
109346266 109354998 16 7 all
109354998 109367747 17 7 all
109367747 109433796 12 7 all
109433796 109471554 11 7 all
109471554 109513917 12 7 all
109513917 109522872 13 7 all
109522872 109533700 14 7 all
109533700 109540485 16 7 all
109540485 109570474 22 7 all
109570474 109610691 24 7 all
109610691 109637394 23 7 all
109637394 109641940 22 7 all
109641940 109644113 21 7 all
109644113 109653135 17 7 all
109653135 109665202 16 7 all
109665202 109754446 17 7 all
109754446 109767449 14 7 all
109767449 109773323 15 7 all
109773323 109782794 16 7 all
109782794 109792546 22 7 all
109792546 109802608 23 7 all
109802608 109811833 25 7 all
109811833 109822336 24 7 all
109822336 109825752 23 7 all
109825752 109896700 24 7 all
109896700 109901358 20 7 all
109901358 109909247 17 7 all
109909247 109916752 16 7 all
109916752 109923397 20 7 all
109923397 109931329 23 7 all
109931329 109953923 30 7 all
109953923 109971328 31 7 all
109971328 110010335 32 7 all
110010335 110080785 31 7 all
110080785 110088605 32 7 all
110088605 110097152 31 7 all
110097152 110106389 30 7 all
110106389 110125792 28 7 all
110125792 110134826 21 7 all
110134826 110165990 20 7 all
110165990 110174734 15 7 all
110174734 110217013 12 7 all
110217013 110261218 11 7 all
110261218 110287244 12 7 all
110287244 110320059 11 7 all
110320059 110328121 13 7 all
110328121 110343824 15 7 all
110343824 110354430 12 7 all
110354430 110358479 13 7 all
110358479 110382378 18 7 all
110382378 110404046 22 7 all
110404046 110415283 24 7 all
110415283 110423996 26 7 all
110423996 110459284 27 7 all
110459284 110470040 25 7 all
110470040 110477566 24 7 all
110477566 110491581 23 7 all
110491581 110500979 21 7 all
110500979 110519162 20 7 all
110519162 110526649 21 7 all
110526649 110534429 20 7 all
110534429 110579494 17 7 all
110579494 110589294 16 7 all
110589294 110611802 14 7 all
110611802 110615177 13 7 all
110615177 110625128 12 7 all
110625128 110638256 10 7 all
110638256 110664246 9 7 all
110664246 110682775 11 7 all
110682775 110707029 12 7 all
110707029 110715043 16 7 all
110715043 110737774 18 7 all
110737774 110749655 22 7 all
110749655 110773827 21 7 all
110773827 110794557 37 7 all
110794557 110807954 39 7 all
110807954 110811863 40 7 all
110811863 110827875 41 7 all
110827875 110836294 42 7 all
110836294 110843795 44 7 all
110843795 110861604 46 7 all
110861604 110876962 57 7 all
110876962 110882802 61 7 all
110882802 110897804 67 7 all
110897804 110909052 84 7 all
110909052 110913620 88 7 all
110913620 110922528 88 7 all
110922528 110934174 90 7 all
110934174 110944517 105 7 all
110944517 110961105 113 7 all
110961105 110961262 133 7 all
110961262 110967852 131 7 all
110967852 110977136 136 7 all
110977136 110984004 140 7 all
110984004 111015217 139 7 all
111015217 111022031 168 7 all
111022031 111024507 170 7 all
111024507 111025948 175 7 all
111025948 111071550 169 7 all
111071550 111093419 171 7 all
111093419 111103853 174 7 all
111103853 111158322 169 7 all
111158322 111160473 180 7 all
111160473 111162137 181 7 all
111162137 111174824 179 7 all
111174824 111179971 180 7 all
111179971 111188152 178 7 all
111188152 111193372 177 7 all
111193372 111195766 178 7 all
111195766 111225408 173 7 all
111225408 111226654 177 7 all
111226654 111230244 175 7 all
111230244 111246334 156 7 all
111246334 111252536 155 7 all
111252536 111263389 152 7 all
111263389 111274527 144 7 all
111274527 111284485 138 7 all
111284485 111286879 135 7 all
111286879 111294188 122 7 all
111294188 111300950 105 7 all
111300950 111307901 94 7 all
111307901 111316014 91 7 all
111316014 111319190 87 7 all
111319190 111326482 78 7 all
111326482 111328483 77 7 all
111328483 111330230 72 7 all
111330230 111336431 63 7 all
111336431 111355568 31 7 all
111355568 111359742 29 7 all
111359742 111365743 28 7 all
111365743 111369656 26 7 all
111369656 111379198 25 7 all
111379198 111383337 26 7 all
111383337 111388919 27 7 all
111388919 111389126 28 7 all
111389126 111408770 27 7 all
111408770 111420124 26 7 all
111420124 111430661 24 7 all
111430661 111447153 25 7 all
111447153 111454093 25 7 all
111454093 111456298 26 7 all
111456298 111462465 25 7 all
111462465 111462470 26 7 all
111462470 111469572 24 7 all
111469572 111481978 25 7 all
111481978 111500087 26 7 all
111500087 111524341 25 7 all
111524341 111526520 26 7 all
111526520 111527560 27 7 all
111527560 111537045 22 7 all
111537045 111546169 21 7 all
111546169 111551740 20 7 all
111551740 111567039 19 7 all
111567039 111578521 18 7 all
111578521 111583428 19 7 all
111583428 111589859 20 7 all
111589859 111592231 19 7 all
111592231 111599102 18 7 all
111599102 111601506 17 7 all
111601506 111601793 16 7 all
111601793 111610784 15 7 all
111610784 111621049 16 7 all
111621049 111627007 15 7 all
111627007 111642287 16 7 all
111642287 111647172 17 7 all
111647172 111650425 18 7 all
111650425 111693291 17 7 all
111693291 111704231 16 7 all
111704231 111721615 16 7 all
111721615 111732556 21 7 all
111732556 111740558 20 7 all
111740558 111744911 21 7 all
111744911 111751870 20 7 all
111751870 111800816 19 7 all
111800816 111814875 15 7 all
111814875 111821830 14 7 all
111821830 111824083 11 7 all
111824083 111835622 10 7 all
111835622 111886880 8 7 all
111886880 111892814 7 7 all
111892814 111940634 6 7 all
111940634 111955948 5 7 all
111955948 111995592 4 7 all
111995592 112103055 3 7 all
112103055 112622141 2 7 all
112622141 112660400 3 7 all
112660400 112883195 4 7 all
112883195 113127071 5 7 all
113127071 113141260 3 7 all
113141260 113224563 5 7 all
113224563 113305208 4 7 all
113305208 113328034 3 7 all
113328034 113439283 2 7 all
113439283 113838994 1 7 all
113838994 114494607 0 7 all
114494607 114759587 1 7 all
114759587 114772237 2 7 all
114772237 114860218 3 7 all
114860218 114993967 4 7 all
114993967 115220376 3 7 all
115220376 115809732 2 7 all
115809732 115839253 3 7 all
115839253 116072360 4 7 all
116072360 116258895 3 7 all
116258895 116346603 4 7 all
116346603 116776726 3 7 all
116776726 116948407 2 7 all
116948407 117382261 1 7 all
117382261 117392413 2 7 all
117392413 117399981 7 7 all
117399981 117407882 10 7 all
117407882 117410632 12 7 all
117410632 117422985 13 7 all
117422985 117431239 14 7 all
117431239 117445570 15 7 all
117445570 117449844 20 7 all
117449844 117451124 22 7 all
117451124 117452904 23 7 all
117452904 117467565 24 7 all
117467565 117472323 25 7 all
117472323 117475810 26 7 all
117475810 117490334 27 7 all
117490334 117536292 28 7 all
117536292 117582736 30 7 all
117582736 117651926 31 7 all
117651926 117721635 30 7 all
117721635 117807769 29 7 all
117807769 118202473 30 7 all
118202473 118212070 31 7 all
118212070 118255233 33 7 all
118255233 118759509 32 7 all
118759509 118842556 31 7 all
118842556 118891558 27 7 all
118891558 118986161 23 7 all
118986161 119000478 22 7 all
119000478 119019885 21 7 all
119019885 119105162 20 7 all
119105162 119124364 18 7 all
119124364 119148086 10 7 all
119148086 119155343 9 7 all
119155343 119171593 4 7 all
119171593 119225581 3 7 all
119225581 119253213 4 7 all
119253213 119372079 5 7 all
119372079 119389452 3 7 all
119389452 119606632 2 7 all
119606632 120014171 0 7 all
120014171 120018581 1 7 all
120018581 120019778 2 7 all
120019778 120142182 3 7 all
120142182 120201046 4 7 all
120201046 120321891 1 7 all
120321891 120704288 0 7 all
120704288 120740020 1 7 all
120740020 120791164 2 7 all
120791164 120812059 3 7 all
120812059 120817375 13 7 all
120817375 120818101 18 7 all
120818101 120825166 22 7 all
120825166 120834039 25 7 all
120834039 120857929 28 7 all
120857929 120869464 30 7 all
120869464 121000084 31 7 all
121000084 121037009 30 7 all
121037009 121063288 2 7 all
121063288 122108091 1 7 all
122108091 122260878 2 7 all
122260878 122323536 3 7 all
122323536 122325141 6 7 all
122325141 122369853 7 7 all
122369853 122372380 6 7 all
122372380 122491569 3 7 all
122491569 122635645 2 7 all
122635645 122970488 1 7 all
122970488 123705745 2 7 all
123705745 123741183 5 7 all
123741183 123816649 6 7 all
123816649 124045066 7 7 all
124045066 124079220 8 7 all
124079220 124084381 7 7 all
124084381 124124033 8 7 all
124124033 124133953 8 7 all
124133953 124247426 9 7 all
124247426 124311491 8 7 all
124311491 124342385 5 7 all
124342385 124351759 6 7 all
124351759 124404453 5 7 all
124404453 124579726 4 7 all
124579726 124817906 5 7 all
124817906 124874126 4 7 all
124874126 124928058 5 7 all
124928058 124930633 7 7 all
124930633 124936163 8 7 all
124936163 125028248 9 7 all
125028248 125093011 10 7 all
125093011 125099091 11 7 all
125099091 125187072 12 7 all
125187072 125220500 11 7 all
125220500 125224602 12 7 all
125224602 125237958 13 7 all
125237958 125269716 10 7 all
125269716 125297884 9 7 all
125297884 125329084 10 7 all
125329084 125343616 9 7 all
125343616 125354212 10 7 all
125354212 125406799 12 7 all
125406799 125409356 13 7 all
125409356 125416337 12 7 all
125416337 125418926 13 7 all
125418926 125440565 12 7 all
125440565 125447064 14 7 all
125447064 125448866 15 7 all
125448866 125456465 14 7 all
125456465 125462178 15 7 all
125462178 125468317 18 7 all
125468317 125474407 25 7 all
125474407 125484959 29 7 all
125484959 125500044 35 7 all
125500044 125510603 36 7 all
125510603 125523508 37 7 all
125523508 125543391 40 7 all
125543391 125556965 39 7 all
125556965 125564456 40 7 all
125564456 125566024 41 7 all
125566024 125569353 42 7 all
125569353 125575662 45 7 all
125575662 125577377 46 7 all
125577377 125587929 49 7 all
125587929 125592238 56 7 all
125592238 125606542 54 7 all
125606542 125607441 58 7 all
125607441 125610487 57 7 all
125610487 125612557 89 7 all
125612557 125618704 90 7 all
125618704 125629493 91 7 all
125629493 125644184 93 7 all
125644184 125661485 97 7 all
125661485 125673187 96 7 all
125673187 125698348 90 7 all
125698348 125700516 89 7 all
125700516 125714649 85 7 all
125714649 125726480 82 7 all
125726480 125731766 80 7 all
125731766 125733657 78 7 all
125733657 125739845 74 7 all
125739845 125745497 70 7 all
125745497 125768731 67 7 all
125768731 125774883 63 7 all
125774883 125782011 35 7 all
125782011 125790458 30 7 all
125790458 125796109 28 7 all
125796109 125810721 26 7 all
125810721 125828396 24 7 all
125828396 125838564 24 7 all
125838564 125865972 13 7 all
125865972 125867303 12 7 all
125867303 125880217 10 7 all
125880217 125914246 8 7 all
125914246 125946390 3 7 all
125946390 125999339 2 7 all
125999339 126173004 1 7 all
126173004 127600658 0 7 all
127600658 127790172 1 7 all
127790172 127858168 3 7 all
127858168 127939994 4 7 all
127939994 127965924 3 7 all
127965924 128441386 2 7 all
128441386 128491324 3 7 all
128491324 128838659 2 7 all
128838659 129147485 1 7 all
129147485 129742695 0 7 all
129742695 129986433 1 7 all
129986433 130807251 0 7 all
130807251 130808929 1 7 all
130808929 130907924 2 7 all
130907924 130967628 3 7 all
130967628 131113954 1 7 all
131113954 131761825 0 7 all
131761825 131820171 1 7 all
131820171 131827919 2 7 all
131827919 132174173 3 7 all
132174173 132221661 2 7 all
132221661 132224606 1 7 all
132224606 132352350 0 7 all
132352350 132837210 1 7 all
132837210 132939487 2 7 all
132939487 133168580 3 7 all
133168580 133210343 4 7 all
133210343 133236156 5 7 all
133236156 133261882 6 7 all
133261882 133268061 5 7 all
133268061 133304716 4 7 all
133304716 133335011 5 7 all
133335011 133390510 7 7 all
133390510 133415222 6 7 all
133415222 133416402 7 7 all
133416402 133502211 6 7 all
133502211 133523197 8 7 all
133523197 133523891 11 7 all
133523891 133603873 10 7 all
133603873 133614421 9 7 all
133614421 133632983 9 7 all
133632983 133644598 8 7 all
133644598 133648442 9 7 all
133648442 133760614 8 7 all
133760614 133775644 5 7 all
133775644 133851463 2 7 all
133851463 133914910 1 7 all
133914910 133984276 0 7 all
133984276 134026821 2 7 all
134026821 134167218 3 7 all
134167218 134171722 2 7 all
134171722 134612018 1 7 all
134612018 135678495 0 7 all
135678495 135742974 2 7 all
135742974 135973538 0 7 all
135973538 136098632 1 7 all
136098632 136105590 2 7 all
136105590 136349271 3 7 all
136349271 136367405 4 7 all
136367405 136377078 3 7 all
136377078 136511056 2 7 all
136511056 136612588 1 7 all
136612588 136676570 0 7 all
136676570 136904386 1 7 all
136904386 136913148 2 7 all
136913148 136931552 1 7 all
136931552 137021176 2 7 all
137021176 137184552 1 7 all
137184552 137618312 2 7 all
137618312 138305806 1 7 all
138305806 138369207 2 7 all
138369207 138452440 1 7 all
138452440 138493368 2 7 all
138493368 138851379 1 7 all
138851379 139013871 2 7 all
139013871 139545513 1 7 all
139545513 139667271 2 7 all
139667271 139911944 1 7 all
139911944 140025370 0 7 all
140025370 140030836 2 7 all
140030836 140104716 7 7 all
