CHR	window	START	END	Cov
2	867	49349035	49431785	15
2	868	49431785	49451009	16
2	869	49451009	49466339	17
2	870	49466339	49469442	21
2	871	49469442	49496176	22
2	872	49496176	49500617	23
2	873	49500617	49503161	25
2	874	49503161	49507531	26
2	875	49507531	49509534	27
2	876	49509534	49517207	28
2	877	49517207	49525349	29
2	878	49525349	49534276	39
2	879	49534276	49552033	42
2	880	49552033	49557587	49
2	881	49557587	49567204	51
2	882	49567204	49569911	50
2	883	49569911	49601381	49
2	884	49601381	49609881	51
2	885	49609881	49625787	52
2	886	49625787	49628568	51
2	887	49628568	49629786	50
2	888	49629786	49640594	49
2	889	49640594	49641556	50
2	890	49641556	49646785	49
2	891	49646785	49653672	45
2	892	49653672	49676338	45
2	893	49676338	49687659	36
2	894	49687659	49696714	35
2	895	49696714	49707922	34
2	896	49707922	49713964	32
2	897	49713964	49716202	29
2	898	49716202	49717811	28
2	899	49717811	49740348	27
2	900	49740348	49749035	28
2	901	49749035	49758140	18
2	902	49758140	49779726	12
2	903	49779726	49783498	8
2	904	49783498	49835794	6
2	905	49835794	49876591	5
2	906	49876591	49906795	4
2	907	49906795	49955497	3
2	908	49955497	49996118	2
2	909	49996118	50182346	0
2	910	50182346	50248519	1
2	911	50248519	50462191	2
2	912	50462191	50605940	1
2	913	50605940	50690879	2
2	914	50690879	50693952	3
2	915	50693952	50711015	2
2	916	50711015	50739996	3
2	917	50739996	50754090	4
2	918	50754090	50780565	7
2	919	50780565	50795203	9
2	920	50795203	50797059	10
2	921	50797059	50797993	11
2	922	50797993	50804980	12
2	923	50804980	50809998	13
2	924	50809998	50816879	14
2	925	50816879	50824331	15
2	926	50824331	50838595	16
2	927	50838595	50842734	17
2	928	50842734	50848338	16
2	929	50848338	50850686	17
2	930	50850686	50870735	18
2	931	50870735	50876855	22
2	932	50876855	50880025	23
2	933	50880025	50882468	28
2	934	50882468	50901796	32
2	935	50901796	50913811	40
2	936	50913811	50932942	39
2	937	50932942	50935495	40
2	938	50935495	50946373	41
2	939	50946373	50952363	38
2	940	50952363	50967140	28
2	941	50967140	50972890	36
2	942	50972890	50980560	38
2	943	50980560	50986054	40
2	944	50986054	50990348	42
2	945	50990348	50999842	41
2	946	50999842	51008959	40
2	947	51008959	51016137	39
2	948	51016137	51021488	40
2	949	51021488	51043854	38
2	950	51043854	51059233	34
2	951	51059233	51063883	36
2	952	51063883	51073449	36
2	953	51073449	51075167	38
2	954	51075167	51079482	39
2	955	51079482	51089715	38
2	956	51089715	51091254	40
2	957	51091254	51106285	39
2	958	51106285	51114449	41
2	959	51114449	51124368	40
2	960	51124368	51131195	42
2	961	51131195	51131666	43
2	962	51131666	51135474	42
2	963	51135474	51141041	40
2	964	51141041	51146285	40
2	965	51146285	51146447	42
2	966	51146447	51156002	41
2	967	51156002	51172968	43
2	968	51172968	51174415	45
2	969	51174415	51200243	44
2	970	51200243	51202113	46
2	971	51202113	51204750	44
2	972	51204750	51227012	43
2	973	51227012	51236356	42
2	974	51236356	51238924	44
2	975	51238924	51260436	43
2	976	51260436	51272244	41
2	977	51272244	51280121	43
2	978	51280121	51294663	42
2	979	51294663	51307995	45
2	980	51307995	51318000	47
2	981	51318000	51321126	50
2	982	51321126	51334488	51
2	983	51334488	51334559	52
2	984	51334559	51355931	49
2	985	51355931	51365614	48
2	986	51365614	51384339	51
2	987	51384339	51391972	50
2	988	51391972	51394817	51
2	989	51394817	51398657	52
2	990	51398657	51421749	46
2	991	51421749	51426304	47
2	992	51426304	51435908	45
2	993	51435908	51438757	44
2	994	51438757	51453952	43
2	995	51453952	51458570	44
2	996	51458570	51483528	37
2	997	51483528	51504687	35
2	998	51504687	51509630	34
2	999	51509630	51520394	33
2	1000	51520394	51548930	30
2	1001	51548930	51549991	35
2	1002	51549991	51554824	35
2	1003	51554824	51555911	34
2	1004	51555911	51567867	33
2	1005	51567867	51572228	32
2	1006	51572228	51586145	32
2	1007	51586145	51600260	28
2	1008	51600260	51600917	32
2	1009	51600917	51604274	31
2	1010	51604274	51615580	28
2	1011	51615580	51626627	28
2	1012	51626627	51639646	28
2	1013	51639646	51648421	26
2	1014	51648421	51655154	24
2	1015	51655154	51665216	25
2	1016	51665216	51668163	25
2	1017	51668163	51676355	24
2	1018	51676355	51689898	23
2	1019	51689898	51711823	22
2	1020	51711823	51719524	21
2	1021	51719524	51736994	19
2	1022	51736994	51740510	23
2	1023	51740510	51752089	22
2	1024	51752089	51766768	23
2	1025	51766768	51786520	19
2	1026	51786520	51810439	24
2	1027	51810439	51825942	23
2	1028	51825942	51871521	21
2	1029	51871521	51874946	22
2	1030	51874946	51890395	23
2	1031	51890395	51901577	22
2	1032	51901577	51935657	23
2	1033	51935657	51947065	24
2	1034	51947065	51959367	26
2	1035	51959367	51965791	25
2	1036	51965791	51987203	22
2	1037	51987203	51995832	23
2	1038	51995832	52004166	22
2	1039	52004166	52034651	23
2	1040	52034651	52068946	18
2	1041	52068946	52074452	17
2	1042	52074452	52083566	11
2	1043	52083566	52085161	12
2	1044	52085161	52090172	10
2	1045	52090172	52097855	7
2	1046	52097855	52157684	8
2	1047	52157684	52169692	6
2	1048	52169692	52223965	6
2	1049	52223965	52237663	5
2	1050	52237663	52257509	5
2	1051	52257509	52300359	6
2	1052	52300359	52335664	8
2	1053	52335664	52360577	9
2	1054	52360577	52373397	8
2	1055	52373397	52398395	7
2	1056	52398395	52404308	7
2	1057	52404308	52412944	22
2	1058	52412944	52416406	46
2	1059	52416406	52490535	48
2	1060	52490535	52510908	47
2	1061	52510908	52540500	46
2	1062	52540500	52563135	45
2	1063	52563135	52574360	46
2	1064	52574360	52577063	48
2	1065	52577063	52581126	47
2	1066	52581126	52593592	19
2	1067	52593592	52607363	8
2	1068	52607363	52656980	5
2	1069	52656980	52662683	4
2	1070	52662683	52667944	3
2	1071	52667944	52683797	4
2	1072	52683797	52795888	5
2	1073	52795888	52812857	6
2	1074	52812857	52830171	7
2	1075	52830171	52858270	8
2	1076	52858270	52876745	6
2	1077	52876745	52896902	5
2	1078	52896902	52901133	4
2	1079	52901133	52944178	3
2	1080	52944178	52950475	5
2	1081	52950475	53057019	6
2	1082	53057019	53210464	5
2	1083	53210464	53217244	6
2	1084	53217244	53226149	5
2	1085	53226149	53236165	6
2	1086	53236165	53248656	7
2	1087	53248656	53258024	6
2	1088	53258024	53266129	7
2	1089	53266129	53290223	6
2	1090	53290223	53314388	8
2	1091	53314388	53325326	7
2	1092	53325326	53341648	8
2	1093	53341648	53368717	9
2	1094	53368717	53381925	10
2	1095	53381925	53385578	9
2	1096	53385578	53412753	18
2	1097	53412753	53421015	20
2	1098	53421015	53430034	19
2	1099	53430034	53462184	18
2	1100	53462184	53479949	17
2	1101	53479949	53502453	19
2	1102	53502453	53511388	20
2	1103	53511388	53522077	19
2	1104	53522077	53529766	10
2	1105	53529766	53543805	12
2	1106	53543805	53556481	18
2	1107	53556481	53588427	15
2	1108	53588427	53619655	14
2	1109	53619655	53623161	13
2	1110	53623161	53642030	12
2	1111	53642030	53688482	13
2	1112	53688482	53693487	12
2	1113	53693487	53710351	10
2	1114	53710351	53718705	5
2	1115	53718705	53721273	6
2	1116	53721273	53796674	5
2	1117	53796674	53799432	5
2	1118	53799432	53801491	6
2	1119	53801491	53813293	5
2	1120	53813293	53867180	4
2	1121	53867180	53896364	2
2	1122	53896364	53918603	4
2	1123	53918603	53921891	5
2	1124	53921891	53936577	4
2	1125	53936577	54001442	5
2	1126	54001442	54040161	4
2	1127	54040161	54069947	3
2	1128	54069947	54111824	2
2	1129	54111824	54240105	5
2	1130	54240105	54272105	4
2	1131	54272105	54331574	5
2	1132	54331574	54342846	6
2	1133	54342846	54373525	5
2	1134	54373525	54408196	4
2	1135	54408196	54435590	5
2	1136	54435590	54454908	4
2	1137	54454908	54459093	3
2	1138	54459093	54480882	2
2	1139	54480882	54508110	5
2	1140	54508110	54521245	4
2	1141	54521245	54551880	5
2	1142	54551880	54562012	6
2	1143	54562012	54594875	4
2	1144	54594875	54620184	3
2	1145	54620184	54660456	2
2	1146	54660456	54728859	1
2	1147	54728859	54928655	0
2	1148	54928655	54937796	1
2	1149	54937796	55022134	3
2	1150	55022134	55046595	4
2	1151	55046595	55060035	5
2	1152	55060035	55081376	6
2	1153	55081376	55084751	7
2	1154	55084751	55115690	8
2	1155	55115690	55116994	9
2	1156	55116994	55128640	8
2	1157	55128640	55130197	6
2	1158	55130197	55144046	7
2	1159	55144046	55157783	6
2	1160	55157783	55197610	5
2	1161	55197610	55216545	4
2	1162	55216545	55248965	3
2	1163	55248965	55365532	2
2	1164	55365532	55591984	0
2	1165	55591984	55812201	1
2	1166	55812201	55866517	0
2	1167	55866517	55907482	1
2	1168	55907482	55912120	2
2	1169	55912120	55939235	3
2	1170	55939235	56040099	4
2	1171	56040099	56053353	3
2	1172	56053353	56084328	2
2	1173	56084328	56111309	3
2	1174	56111309	56126509	4
2	1175	56126509	56182665	3
2	1176	56182665	56350884	2
2	1177	56350884	56382978	3
2	1178	56382978	56388746	3
2	1179	56388746	56684554	2
2	1180	56684554	56688622	3
2	1181	56688622	56691304	4
2	1182	56691304	56747482	5
2	1183	56747482	56751574	8
2	1184	56751574	56763314	10
2	1185	56763314	56822731	11
2	1186	56822731	56857320	10
2	1187	56857320	56909573	9
2	1188	56909573	56912770	10
2	1189	56912770	56926935	6
2	1190	56926935	57015222	5
2	1191	57015222	57037545	6
2	1192	57037545	57102048	5
2	1193	57102048	57140873	4
2	1194	57140873	57193344	1
2	1195	57193344	57205658	4
2	1196	57205658	57210369	5
2	1197	57210369	57213612	25
2	1198	57213612	57224771	27
2	1199	57224771	57262343	31
2	1200	57262343	57352324	35
2	1201	57352324	57402202	36
2	1202	57402202	57404328	38
2	1203	57404328	57475914	39
2	1204	57475914	57485772	38
2	1205	57485772	57489688	37
2	1206	57489688	57495197	36
2	1207	57495197	57514968	34
2	1208	57514968	57515546	35
2	1209	57515546	57520101	32
2	1210	57520101	57529358	14
2	1211	57529358	57538301	11
2	1212	57538301	57560017	12
2	1213	57560017	57601174	11
2	1214	57601174	57634174	11
2	1215	57634174	57634470	12
2	1216	57634470	57644813	10
2	1217	57644813	57655064	6
2	1218	57655064	57694030	8
2	1219	57694030	57706880	7
2	1220	57706880	57808671	6
2	1221	57808671	57819818	3
2	1222	57819818	57835509	4
2	1223	57835509	57858820	5
2	1224	57858820	57907600	7
2	1225	57907600	58042882	8
2	1226	58042882	58071593	7
2	1227	58071593	58095028	6
2	1228	58095028	58125702	5
2	1229	58125702	58186797	4
2	1230	58186797	58268266	3
2	1231	58268266	58310279	2
2	1232	58310279	58359411	3
2	1233	58359411	58552641	2
2	1234	58552641	58802507	1
2	1235	58802507	58849989	2
2	1236	58849989	58994651	3
2	1237	58994651	59220650	2
2	1238	59220650	59308308	3
2	1239	59308308	59373057	2
2	1240	59373057	59560414	1
2	1241	59560414	59569739	5
2	1242	59569739	59673658	6
2	1243	59673658	59744766	1
2	1244	59744766	59780472	2
2	1245	59780472	59800327	3
2	1246	59800327	59810284	4
2	1247	59810284	60005190	3
2	1248	60005190	60441184	1
2	1249	60441184	60551462	2
2	1250	60551462	60851349	1
2	1251	60851349	61147243	2
2	1252	61147243	61157720	3
2	1253	61157720	61224259	4
2	1254	61224259	61289914	3
2	1255	61289914	61345243	2
2	1256	61345243	61435847	1
2	1257	61435847	61492260	0
2	1258	61492260	61670871	1
2	1259	61670871	61786579	0
2	1260	61786579	61828788	2
2	1261	61828788	61881338	3
2	1262	61881338	61929529	4
2	1263	61929529	62013938	5
2	1264	62013938	62048108	4
2	1265	62048108	62079895	3
2	1266	62079895	62101344	2
2	1267	62101344	62103327	1
2	1268	62103327	62310302	0
2	1269	62310302	62509361	1
2	1270	62509361	63373995	0
2	1271	63373995	63633443	1
2	1272	63633443	63765121	0
2	1273	63765121	64211126	1
2	1274	64211126	64414041	0
2	1275	64414041	64509954	2
2	1276	64509954	64517384	1
2	1277	64517384	64992460	0
2	1278	64992460	65108508	1
2	1279	65108508	65459561	0
2	1280	65459561	65664564	1
2	1281	65664564	65832207	0
2	1282	65832207	65951115	1
2	1283	65951115	66006680	2
2	1284	66006680	66042101	1
2	1285	66042101	66101755	2
2	1286	66101755	66522914	1
2	1287	66522914	66862263	0
2	1288	66862263	67021598	1
2	1289	67021598	67100658	0
2	1290	67100658	67142450	1
2	1291	67142450	67423662	2
2	1292	67423662	67687629	3
2	1293	67687629	67729163	2
2	1294	67729163	67853957	0
2	1295	67853957	67864675	4
2	1296	67864675	67870705	11
2	1297	67870705	67900003	27
2	1298	67900003	67907131	28
2	1299	67907131	67972623	29
2	1300	67972623	67975574	30
2	1301	67975574	67976788	29
2	1302	67976788	67977529	28
2	1303	67977529	67983095	4
2	1304	67983095	67984338	9
2	1305	67984338	67987351	13
2	1306	67987351	67994932	15
2	1307	67994932	68000843	13
2	1308	68000843	68020044	12
2	1309	68020044	68041912	14
2	1310	68041912	68048610	16
2	1311	68048610	68108933	20
2	1312	68108933	68125654	19
2	1313	68125654	68151789	10
2	1314	68151789	68153556	8
2	1315	68153556	68159535	7
2	1316	68159535	68164280	9
2	1317	68164280	68204454	4
2	1318	68204454	68237472	2
2	1319	68237472	68680413	0
2	1320	68680413	68697978	8
2	1321	68697978	68702438	9
2	1322	68702438	68716701	10
2	1323	68716701	68879534	12
2	1324	68879534	68894521	11
2	1325	68894521	68898972	10
2	1326	68898972	68909037	3
2	1327	68909037	69059103	1
2	1328	69059103	69098464	2
2	1329	69098464	69171641	1
2	1330	69171641	70552016	0
2	1331	70552016	70653907	1
2	1332	70653907	70724011	2
2	1333	70724011	70791379	3
2	1334	70791379	70913543	2
2	1335	70913543	71383514	1
2	1336	71383514	71721605	0
2	1337	71721605	71755439	1
2	1338	71755439	71817385	2
2	1339	71817385	71865177	1
2	1340	71865177	73797226	0
2	1341	73797226	73966271	1
2	1342	73966271	74040982	0
2	1343	74040982	74149158	1
2	1344	74149158	74715718	0
2	1345	74715718	74781991	1
2	1346	74781991	75135656	0
2	1347	75135656	75237721	3
2	1348	75237721	75373057	5
2	1349	75373057	75394028	3
2	1350	75394028	75427244	1
2	1351	75427244	75438889	0
2	1352	75438889	75448529	2
2	1353	75448529	75510582	3
2	1354	75510582	75517549	4
2	1355	75517549	75520636	4
2	1356	75520636	75561838	2
2	1357	75561838	75589548	4
2	1358	75589548	75594626	5
2	1359	75594626	75632400	6
2	1360	75632400	75636143	5
2	1361	75636143	75721165	4
2	1362	75721165	75760716	2
2	1363	75760716	75832622	0
2	1364	75832622	75988131	1
2	1365	75988131	76288692	2
2	1366	76288692	76511567	1
2	1367	76511567	76522581	3
2	1368	76522581	76524030	5
2	1369	76524030	76532422	18
2	1370	76532422	76536806	24
2	1371	76536806	76542255	26
2	1372	76542255	76554776	31
2	1373	76554776	76589188	32
2	1374	76589188	76648560	33
2	1375	76648560	76659295	32
2	1376	76659295	76663403	33
2	1377	76663403	76667798	27
2	1378	76667798	76681639	3
2	1379	76681639	76723986	4
2	1380	76723986	76870795	3
2	1381	76870795	76881210	5
2	1382	76881210	76905038	6
2	1383	76905038	76919605	7
2	1384	76919605	76928219	6
2	1385	76928219	77051328	5
2	1386	77051328	77063801	4
2	1387	77063801	77080172	3
2	1388	77080172	77106398	4
2	1389	77106398	77153021	3
2	1390	77153021	77193019	2
2	1391	77193019	77209245	3
2	1392	77209245	77254761	4
2	1393	77254761	77276201	5
2	1394	77276201	77307360	6
2	1395	77307360	77321170	5
2	1396	77321170	77416379	11
2	1397	77416379	77468500	10
2	1398	77468500	77579676	11
2	1399	77579676	77595904	10
2	1400	77595904	77672320	9
2	1401	77672320	77699067	10
2	1402	77699067	77747670	9
2	1403	77747670	77909511	10
2	1404	77909511	77994215	9
2	1405	77994215	78014211	12
2	1406	78014211	78023915	22
2	1407	78023915	78026615	25
2	1408	78026615	78032367	29
2	1409	78032367	78040830	30
2	1410	78040830	78044534	31
2	1411	78044534	78081472	30
2	1412	78081472	78114950	31
2	1413	78114950	78124330	32
2	1414	78124330	78130320	22
2	1415	78130320	78134037	20
2	1416	78134037	78146371	18
2	1417	78146371	78151829	20
2	1418	78151829	78165625	26
2	1419	78165625	78176142	25
2	1420	78176142	78183205	26
2	1421	78183205	78204094	16
2	1422	78204094	78301690	14
2	1423	78301690	78303983	16
2	1424	78303983	78308503	31
2	1425	78308503	78366191	33
2	1426	78366191	78376475	37
2	1427	78376475	78414284	52
2	1428	78414284	78447774	54
2	1429	78447774	78482005	53
2	1430	78482005	78488924	52
2	1431	78488924	78506807	53
2	1432	78506807	78508207	70
2	1433	78508207	78511542	73
2	1434	78511542	78533899	74
2	1435	78533899	78537032	76
2	1436	78537032	78577084	73
2	1437	78577084	78602282	72
2	1438	78602282	78612797	57
2	1439	78612797	78616884	55
2	1440	78616884	78624069	49
2	1441	78624069	78629759	47
2	1442	78629759	78666012	46
2	1443	78666012	78670884	45
2	1444	78670884	78695215	36
2	1445	78695215	78703208	29
2	1446	78703208	78735783	27
2	1447	78735783	78795417	26
2	1448	78795417	78849061	28
2	1449	78849061	78861197	29
2	1450	78861197	78908449	28
2	1451	78908449	78933545	29
2	1452	78933545	78962529	28
2	1453	78962529	78971469	25
2	1454	78971469	79004604	4
2	1455	79004604	79030278	3
2	1456	79030278	79039213	2
2	1457	79039213	79068303	3
2	1458	79068303	79112157	2
2	1459	79112157	79189256	2
2	1460	79189256	79224138	3
2	1461	79224138	79265971	2
2	1462	79265971	79317456	1
2	1463	79317456	79410158	0
2	1464	79410158	79584984	1
2	1465	79584984	79777981	0
2	1466	79777981	79869978	1
2	1467	79869978	79890454	2
2	1468	79890454	79893693	3
2	1469	79893693	79941889	5
2	1470	79941889	80112815	6
2	1471	80112815	80148590	5
2	1472	80148590	80154320	6
2	1473	80154320	80166013	5
2	1474	80166013	80191250	5
2	1475	80191250	80214006	6
2	1476	80214006	80258747	7
2	1477	80258747	80297121	6
2	1478	80297121	80357534	5
2	1479	80357534	80371312	4
2	1480	80371312	80501998	3
2	1481	80501998	81276916	0
2	1482	81276916	81563640	6
2	1483	81563640	81569588	8
2	1484	81569588	81583557	9
2	1485	81583557	81602996	10
2	1486	81602996	81612658	15
2	1487	81612658	81621597	17
2	1488	81621597	81624805	19
2	1489	81624805	81627400	22
2	1490	81627400	81684934	24
2	1491	81684934	81720176	12
2	1492	81720176	81721527	15
2	1493	81721527	81806811	10
2	1494	81806811	81818526	7
2	1495	81818526	81827994	4
2	1496	81827994	81900894	3
2	1497	81900894	81949985	2
2	1498	81949985	82067749	3
2	1499	82067749	82534958	1
2	1500	82534958	82596373	2
2	1501	82596373	82630458	3
2	1502	82630458	82717208	2
2	1503	82717208	82761573	3
2	1504	82761573	82926866	4
2	1505	82926866	82982818	7
2	1506	82982818	83007181	10
2	1507	83007181	83029469	11
2	1508	83029469	83066255	17
2	1509	83066255	83220303	16
2	1510	83220303	83265757	15
2	1511	83265757	83293380	18
2	1512	83293380	83314932	13
2	1513	83314932	83324763	13
2	1514	83324763	83325475	15
2	1515	83325475	83343098	12
2	1516	83343098	83386258	13
2	1517	83386258	83396583	46
2	1518	83396583	83420894	51
2	1519	83420894	83484424	50
2	1520	83484424	83566474	49
2	1521	83566474	83572746	50
2	1522	83572746	83593573	47
2	1523	83593573	83600950	49
2	1524	83600950	83619117	50
2	1525	83619117	83709028	49
2	1526	83709028	83711695	48
2	1527	83711695	83732759	46
2	1528	83732759	83790592	45
2	1529	83790592	83845469	44
2	1530	83845469	83909790	42
2	1531	83909790	83918839	38
2	1532	83918839	83936521	6
2	1533	83936521	83977184	5
2	1534	83977184	84004024	4
2	1535	84004024	84064355	5
2	1536	84064355	84078468	4
2	1537	84078468	84442823	2
2	1538	84442823	84772052	1
2	1539	84772052	84775493	11
2	1540	84775493	84934671	13
2	1541	84934671	84938774	12
2	1542	84938774	84945469	11
2	1543	84945469	84947790	3
2	1544	84947790	84958875	2
2	1545	84958875	85023554	1
2	1546	85023554	85096254	2
2	1547	85096254	85308507	1
2	1548	85308507	85510093	2
2	1549	85510093	86913513	1
2	1550	86913513	87141031	2
2	1551	87141031	87205031	1
2	1552	87205031	87752496	2
2	1553	87752496	87794553	4
2	1554	87794553	87821567	5
2	1555	87821567	87853582	7
2	1556	87853582	88260782	8
2	1557	88260782	88470074	8
2	1558	88470074	88535325	10
2	1559	88535325	88546358	9
2	1560	88546358	89143493	8
2	1561	89143493	89160433	9
2	1562	89160433	89233666	8
2	1563	89233666	89279947	6
2	1564	89279947	89503119	5
2	1565	89503119	89931911	4
2	1566	89931911	90251468	6
2	1567	90251468	90259787	5
2	1568	90259787	95392792	2
2	1569	95392792	95537604	1
2	1570	95537604	95806969	0
2	1571	95806969	96071285	1
2	1572	96071285	96078259	2
2	1573	96078259	96097401	1
2	1574	96097401	96159722	2
2	1575	96159722	96401427	4
2	1576	96401427	96560413	5
2	1577	96560413	96638132	7
2	1578	96638132	96684876	10
2	1579	96684876	96689460	9
2	1580	96689460	96729281	10
2	1581	96729281	96737083	20
2	1582	96737083	97566051	22
2	1583	97566051	97576854	23
2	1584	97576854	97669158	24
2	1585	97669158	97695036	23
2	1586	97695036	97738917	22
2	1587	97738917	97757509	23
2	1588	97757509	97808524	21
2	1589	97808524	98023948	20
2	1590	98023948	98129731	13
2	1591	98129731	98129744	14
2	1592	98129744	98197010	11
2	1593	98197010	98433587	1
2	1594	98433587	98611994	0
2	1595	98611994	98636132	1
2	1596	98636132	98709684	2
2	1597	98709684	98731630	8
2	1598	98731630	98807161	9
2	1599	98807161	98810943	8
2	1600	98810943	98817882	6
2	1601	98817882	98853173	5
2	1602	98853173	98924921	2
2	1603	98924921	98950394	3
2	1604	98950394	98986510	4
2	1605	98986510	98994973	5
2	1606	98994973	98998009	4
2	1607	98998009	99008427	3
2	1608	99008427	99013410	2
2	1609	99013410	99254415	1
2	1610	99254415	99680467	0
2	1611	99680467	99737273	1
2	1612	99737273	99922967	2
2	1613	99922967	100467997	1
2	1614	100467997	100607421	3
2	1615	100607421	100794978	1
2	1616	100794978	101063799	2
2	1617	101063799	101198221	1
2	1618	101198221	101530548	2
2	1619	101530548	102181444	0
2	1620	102181444	102188878	2
2	1621	102188878	102296811	14
2	1622	102296811	102300824	5
2	1623	102300824	102312403	1
2	1624	102312403	103827071	0
2	1625	103827071	103846062	1
2	1626	103846062	103856812	2
2	1627	103856812	103968651	3
2	1628	103968651	104240205	4
2	1629	104240205	104283672	2
2	1630	104283672	104352495	1
2	1631	104352495	104372384	2
2	1632	104372384	104461000	3
2	1633	104461000	104634263	2
2	1634	104634263	104650706	1
2	1635	104650706	105686178	0
2	1636	105686178	105837598	1
2	1637	105837598	106603036	0
2	1638	106603036	106683908	1
2	1639	106683908	106865487	2
2	1640	106865487	106874835	15
2	1641	106874835	106915151	47
2	1642	106915151	107084704	46
2	1643	107084704	107244243	48
2	1644	107244243	107570090	49
2	1645	107570090	107589635	50
2	1646	107589635	107603011	51
2	1647	107603011	107680679	53
2	1648	107680679	107706123	52
2	1649	107706123	107856784	53
2	1650	107856784	108318143	55
2	1651	108318143	108354714	54
2	1652	108354714	108362350	55
2	1653	108362350	108429638	54
2	1654	108429638	108432204	51
2	1655	108432204	108443490	49
2	1656	108443490	108478070	35
2	1657	108478070	108479487	36
2	1658	108479487	108488353	23
2	1659	108488353	108489225	26
2	1660	108489225	108499138	25
2	1661	108499138	108541589	7
2	1662	108541589	108546117	13
2	1663	108546117	108613822	12
2	1664	108613822	108703112	13
2	1665	108703112	108720801	14
2	1666	108720801	108772567	13
2	1667	108772567	109024393	14
2	1668	109024393	109099572	13
2	1669	109099572	109113552	11
2	1670	109113552	109124081	12
2	1671	109124081	109155954	6
2	1672	109155954	109162397	8
2	1673	109162397	109164814	9
2	1674	109164814	109196635	8
2	1675	109196635	109276110	9
2	1676	109276110	109317226	10
2	1677	109317226	109321553	12
2	1678	109321553	109345484	11
2	1679	109345484	109432424	12
2	1680	109432424	109787818	14
2	1681	109787818	109825516	15
2	1682	109825516	109919232	14
2	1683	109919232	109951652	13
2	1684	109951652	110011738	14
2	1685	110011738	110100058	13
2	1686	110100058	110305347	12
2	1687	110305347	110310693	11
2	1688	110310693	110385397	12
2	1689	110385397	110407626	13
2	1690	110407626	110440121	14
2	1691	110440121	110443527	15
2	1692	110443527	110447667	16
2	1693	110447667	110454271	17
2	1694	110454271	110454318	19
2	1695	110454318	110457056	22
2	1696	110457056	110458852	26
2	1697	110458852	110465111	27
2	1698	110465111	110470543	40
2	1699	110470543	110478928	46
2	1700	110478928	110826261	35
2	1701	110826261	110849298	1223
2	1702	110849298	110849326	1281
2	1703	110849326	110853221	1315
2	1704	110853221	110854880	1729
2	1705	110854880	110856802	1751
2	1706	110856802	110860578	1791
2	1707	110860578	110863055	1793
2	1708	110863055	110863908	1794
2	1709	110863908	110866150	1795
2	1710	110866150	110879561	1796
2	1711	110879561	110932675	1797
2	1712	110932675	110941645	1796
2	1713	110941645	110965494	1794
2	1714	110965494	110966667	1793
2	1715	110966667	110975699	1791
2	1716	110975699	110977357	1790
2	1717	110977357	110980922	1789
2	1718	110980922	111398266	31
2	1719	111398266	111406073	64
2	1720	111406073	111406224	67
2	1721	111406224	111413505	63
2	1722	111413505	111415768	64
2	1723	111415768	111425226	63
2	1724	111425226	111447948	58
2	1725	111447948	111451816	56
2	1726	111451816	111463391	51
2	1727	111463391	111486833	50
2	1728	111486833	111551725	48
2	1729	111551725	111606884	46
2	1730	111606884	111649832	47
2	1731	111649832	111660227	46
2	1732	111660227	111691140	47
2	1733	111691140	111748531	48
2	1734	111748531	111778972	47
2	1735	111778972	111810633	46
2	1736	111810633	111812653	44
2	1737	111812653	111813085	43
2	1738	111813085	111815068	42
2	1739	111815068	111875388	41
2	1740	111875388	111979496	40
2	1741	111979496	112588922	39
2	1742	112588922	112649794	40
2	1743	112649794	112651104	41
2	1744	112651104	112727039	42
2	1745	112727039	112740535	41
2	1746	112740535	112740596	42
2	1747	112740596	112835638	41
2	1748	112835638	112922697	40
2	1749	112922697	113019332	39
2	1750	113019332	113102746	38
2	1751	113102746	113115598	37
2	1752	113115598	113192136	6
2	1753	113192136	113664501	0
2	1754	113664501	113820124	1
2	1755	113820124	114962494	0
2	1756	114962494	115095829	1
2	1757	115095829	115104954	12
2	1758	115104954	115406274	11
2	1759	115406274	115417147	10
2	1760	115417147	115431479	9
2	1761	115431479	115434774	7
2	1762	115434774	115459829	2
2	1763	115459829	115464168	1
2	1764	115464168	115946733	0
2	1765	115946733	116574125	1
2	1766	116574125	117102694	0
2	1767	117102694	117358182	1
2	1768	117358182	117422107	0
2	1769	117422107	117489322	1
2	1770	117489322	117504841	2
2	1771	117504841	117525015	17
2	1772	117525015	117591297	18
2	1773	117591297	117671185	17
2	1774	117671185	117737432	18
2	1775	117737432	117752004	4
2	1776	117752004	117776396	3
2	1777	117776396	117804773	1
2	1778	117804773	117837102	2
2	1779	117837102	117958679	1
2	1780	117958679	117960233	5
2	1781	117960233	117965997	6
2	1782	117965997	117975484	9
2	1783	117975484	117976867	42
2	1784	117976867	117990891	43
2	1785	117990891	118112149	45
2	1786	118112149	118117059	40
2	1787	118117059	118120430	38
2	1788	118120430	118239865	28
2	1789	118239865	118254485	29
2	1790	118254485	118255401	85
2	1791	118255401	118257918	86
2	1792	118257918	118258306	89
2	1793	118258306	118262536	90
2	1794	118262536	118263628	100
2	1795	118263628	118279303	101
2	1796	118279303	118298216	107
2	1797	118298216	118330911	108
2	1798	118330911	118377406	109
2	1799	118377406	118379521	108
2	1800	118379521	118393841	107
2	1801	118393841	118399372	98
2	1802	118399372	118399954	96
2	1803	118399954	118400534	81
2	1804	118400534	118402694	15
2	1805	118402694	118406014	6
2	1806	118406014	118542043	1
